AwayGoals,AwayPos,aShots,aOnt,aOft,aBlock,aPass,aClear,aCorners,aOff,aTackles,aAerial,aSaves,aFouls,aFoulsW,aYellow,aRed
0,66.1,22,5,6,11,88.8,2,10,2,61.5,57.9,0,19,13,2,0
0,36.9,7,2,4,1,77.9,0,2,1,61.5,21.9,6,17,12,1,0
1,58.8,19,5,6,8,78.1,2,6,1,62.5,35.4,2,12,14,0,0
0,50.4,8,2,5,1,82.2,1,3,1,47.1,63,2,8,11,3,0
1,45.4,10,3,4,3,81.7,0,2,5,69.2,27.3,1,11,18,1,0
3,41.2,15,6,0,9,77.5,2,8,1,42.9,57.7,2,13,11,0,0
3,45.3,13,5,5,3,81.5,4,2,1,30.8,42.4,0,19,12,2,0
1,64.8,9,3,4,2,82.3,1,6,1,60,48.3,3,16,8,2,0
1,29.9,6,3,1,2,69.7,1,7,1,36.4,51.9,6,14,5,2,0
0,47,13,3,4,6,83,1,5,2,58.3,50,6,9,9,2,0
0,41.2,4,1,3,0,75.8,0,3,1,71.4,65.8,3,5,10,0,0
0,39.3,4,2,1,1,75,0,3,1,53.8,44.4,5,11,11,2,0
0,54.3,10,1,4,5,79.1,0,2,4,53.6,51.6,2,11,12,2,0
4,32.5,10,8,1,1,69.9,3,3,0,55,29.2,3,5,9,1,0
4,44.1,9,4,4,1,69.2,1,1,2,57.9,37.5,7,17,11,2,0
1,62.3,15,4,6,5,90.1,0,4,0,54.5,62.5,2,10,8,4,0
1,46.7,7,2,5,0,85.6,0,3,0,75,33.3,3,12,11,3,0
1,56.6,6,2,2,2,80.7,0,5,4,61.5,41.4,2,13,13,1,0
1,64.8,16,8,4,4,87.3,2,5,2,41.7,56.7,1,6,13,0,0
3,63.7,14,9,1,4,87.7,2,4,4,61.5,60.9,0,15,10,0,0
1,27.6,4,3,0,1,69.1,0,2,0,38.9,55.6,4,14,13,1,0
0,54.7,11,2,3,6,90.3,0,6,2,40,35.3,3,4,13,2,1
1,50.3,9,3,5,1,83.6,0,2,1,63.6,43.6,3,7,14,0,0
1,61.7,9,3,2,4,84.2,1,5,2,45.5,50.9,3,7,8,0,0
0,45.7,6,2,1,3,85.5,0,5,1,60,66.7,4,11,10,2,1
1,36.6,5,2,0,3,82.3,0,3,0,43.5,61.9,3,10,10,1,0
1,43.7,6,2,3,1,81.5,2,3,0,54.5,57.7,4,9,13,5,0
1,69.5,14,7,6,1,89.7,1,10,0,50,50,1,6,13,0,0
2,35.8,14,10,3,1,80.9,4,4,2,59.1,35.7,2,11,11,1,0
0,49.8,6,1,2,3,83.2,0,6,0,70.6,42.1,4,6,8,1,0
1,37.8,13,2,7,4,76.1,1,3,0,45.5,60.7,3,15,6,3,0
3,59.2,27,9,13,5,82.5,2,5,0,28.6,43.3,3,17,14,2,0
0,43.2,9,4,4,1,68.2,1,2,0,84.6,46.3,6,17,15,2,0
1,32.3,7,3,1,3,67.9,1,3,2,57.1,70.4,2,12,13,1,0
1,58.5,15,6,5,4,84.4,1,5,0,57.1,44.4,5,9,4,2,0
1,65.7,20,3,9,8,82.5,0,5,2,60,47.4,0,13,12,2,1
3,48.5,13,4,4,5,81.3,0,7,3,50,54.5,3,12,13,5,0
1,49.5,10,4,5,1,76.3,1,7,3,57.1,47.5,5,18,17,3,0
2,58.1,22,8,8,6,83.4,4,5,3,44.4,36.7,3,9,13,2,0
3,46.6,13,6,5,2,75.7,1,2,1,38.5,26.5,2,9,10,1,0
0,41.5,11,3,5,3,84.6,1,6,2,76.9,44.4,4,10,15,1,0
4,63.6,28,14,6,8,86,1,7,2,71.4,52.5,4,12,9,1,0
3,30.5,14,6,5,3,70.3,3,4,2,50,58.5,0,8,10,2,0
0,38.4,5,2,1,2,69.5,0,1,1,61.1,48,6,10,17,1,0
1,35.5,6,2,2,2,79.1,0,4,3,36.4,45.2,3,9,3,1,0
0,52.9,10,2,5,3,87.8,1,2,0,78.6,42.9,4,8,15,1,0
6,62,22,8,6,8,89.9,5,4,0,47.8,23.1,1,10,13,1,0
2,69.8,14,8,1,5,85.2,3,7,1,50,53.6,4,10,7,1,0
0,29.1,4,0,2,2,74.3,0,5,0,70,34.6,2,13,16,0,0
2,56.6,11,3,3,5,85.1,0,10,2,65,30.8,2,14,12,1,0
1,47.9,23,2,14,7,82,0,10,3,45.5,68.4,6,12,11,1,0
1,52.3,7,3,2,2,74.3,0,4,5,38.5,58.9,2,17,13,3,0
3,35,12,5,4,3,70.5,4,3,3,69.6,51.3,2,14,18,3,0
1,34,4,3,1,0,75.7,2,3,5,54.5,66.7,5,7,11,2,0
1,63.7,17,9,5,3,81.3,2,7,1,53.8,52.1,4,4,15,1,0
1,34.2,6,1,2,3,77.4,0,4,1,68.8,58.5,11,9,14,4,0
5,28.3,7,7,0,0,74.9,1,4,3,39.1,60,3,8,12,3,0
0,63.1,11,2,4,5,86.7,0,3,2,58.8,53.7,4,11,7,1,0
3,46.7,7,3,1,3,83.6,1,1,4,66.7,52.4,3,16,17,2,0
2,57.7,10,5,3,2,82.6,2,6,0,50,58.3,0,15,14,1,0
3,75.9,22,10,6,6,89.2,2,9,0,75,58.6,0,16,7,3,0
1,46.6,5,1,2,2,71,1,2,1,66.7,50,2,10,7,0,0
0,28.1,4,1,2,1,59.3,0,4,0,66.7,40.7,1,13,12,1,1
3,65.2,14,9,3,2,87,2,6,3,40.9,54.2,0,8,7,3,0
5,47.5,9,6,1,2,72.3,3,2,6,37.5,66,5,18,14,3,0
3,52.8,13,6,6,1,80.6,1,1,2,37.5,41.7,0,15,15,0,1
2,61.3,18,6,9,3,89.1,1,11,1,50,21.4,3,6,8,0,0
2,32.2,16,5,8,3,68.2,2,4,1,50,62.5,3,13,11,2,0
2,28.7,6,4,1,1,78.6,0,1,1,33.3,53.8,2,11,8,0,1
3,49.7,14,6,5,3,80.8,2,3,0,61.1,52.6,3,18,12,2,0
3,24.2,14,5,6,3,61.3,1,3,2,50,59.3,3,10,12,1,0
1,37.4,14,3,6,5,82,2,5,2,50,48.5,1,13,11,1,0
2,44.9,11,4,5,2,78.5,1,5,0,57.1,47.5,1,7,13,1,0
3,47.7,10,5,2,3,83.2,0,3,3,56.3,56.5,2,13,8,0,0
3,64.2,13,7,3,3,84.6,1,5,3,58.8,36,1,9,11,1,0
1,48.4,15,4,7,4,85.1,1,3,1,47.4,45.5,5,7,14,0,0
3,54.4,13,6,4,3,89.8,1,3,2,41.7,46.7,2,12,12,2,0
0,70.6,9,5,3,1,79,2,3,0,64.3,50,2,11,14,1,0
3,51.2,6,3,1,2,75.6,0,0,5,58.8,46.2,3,6,9,0,0
2,41.7,15,2,7,6,77.8,1,7,4,76.9,59.5,3,7,11,2,0
1,26.3,6,2,3,1,65,2,2,0,38.1,65.2,4,9,8,1,0
2,51.3,14,6,6,2,74.4,1,2,2,60,36.4,4,13,9,1,0
1,50.1,7,2,2,3,81.5,0,6,0,64.3,39.4,4,9,8,1,0
2,48.6,8,6,2,0,71.3,2,2,0,54.5,50,3,9,7,0,0
1,28.3,8,3,2,3,74.4,2,3,2,52,37.5,6,9,8,0,0
0,61.6,10,4,2,4,83.1,1,6,4,58.8,55.6,2,22,12,4,0
1,49.1,7,2,5,0,77.2,0,3,3,76.5,55.6,2,5,9,1,0
1,37.1,7,5,2,0,80.8,3,3,1,33.3,36.4,4,3,5,0,0
2,28.5,4,2,1,1,67.1,1,1,2,52.9,42.9,2,11,5,2,0
5,59.6,19,13,4,2,89.7,6,2,4,62.5,62.5,0,7,13,1,0
2,56.8,7,5,2,0,77.3,1,5,3,65,41.1,3,12,9,3,0
1,28.7,10,5,2,3,68.4,1,6,0,54.5,51.7,8,20,10,1,1
1,32.8,2,1,1,0,79.2,0,0,1,44.4,42.1,6,7,13,1,0
2,70.9,24,5,10,9,89.2,0,9,2,55.6,46.4,1,6,6,0,0
0,49.4,11,2,4,5,77.9,0,8,1,53.3,33.3,3,8,11,3,0
0,31.7,8,1,6,1,73.9,1,2,2,41.2,46.7,6,8,12,2,0
1,51.6,16,4,6,6,84.2,1,5,0,33.3,64.3,3,15,9,3,0
1,49.7,15,6,7,2,73.9,4,1,1,38.5,62.9,3,8,16,2,0
5,59.5,13,7,6,0,85.4,5,3,2,53.8,59.4,4,6,4,1,0
2,78.2,31,8,10,13,91.1,0,9,0,70,51.4,0,5,9,1,0
1,36,11,2,8,1,76.6,3,3,0,58.3,41.7,3,10,5,3,0
3,72.5,18,7,10,1,85.3,2,2,1,21.4,50,3,8,8,3,0
0,42.4,9,5,2,2,85.2,0,2,0,33.3,50,3,15,8,3,1
3,67.9,17,4,10,3,90.8,0,5,3,52.9,54.5,0,14,9,0,0
0,35.1,9,5,4,0,80.5,2,2,0,63.2,25,5,5,10,0,0
0,51.8,16,5,4,7,79.1,0,13,1,68,55.3,0,12,5,2,0
5,66.3,15,5,9,1,91.6,3,2,3,45.5,73.3,2,11,2,1,0
2,60.8,17,6,8,3,83.2,1,3,2,66.7,45.5,3,12,9,0,0
1,36.8,3,2,0,1,78.3,2,2,0,62.5,53.3,7,15,12,2,1
2,34,10,4,3,3,72,1,1,0,69.2,38.7,7,6,11,0,0
4,63.5,13,5,3,5,90.7,1,5,3,41.7,53.3,2,7,5,1,0
0,28.6,7,3,3,1,76.9,3,2,4,47.4,36.4,4,11,6,3,0
0,59.6,19,4,10,5,80,0,7,2,29.4,48.3,2,9,12,1,0
3,51,12,7,2,3,79.8,2,5,2,46.2,51.5,5,11,13,2,0
2,40.7,14,4,9,1,78.3,2,3,1,61.1,40,4,11,7,3,0
0,32.3,6,1,2,3,69.8,0,5,0,62.5,54.8,6,18,11,1,1
0,58,15,5,7,3,84.6,1,6,3,84.6,59.1,1,9,12,2,0
1,35.1,8,3,2,3,74.9,1,5,0,60,44.4,2,8,12,2,0
0,35.9,12,4,5,3,82.2,1,8,2,55.6,40,3,6,4,0,0
0,78.3,17,5,7,5,88.5,1,8,2,33.3,50,3,12,9,5,0
1,60.7,6,2,3,1,86.4,0,3,0,56.3,28,4,8,13,3,0
2,43.4,13,7,4,2,83,1,7,0,56.3,54.5,2,9,6,2,0
1,66.1,24,10,10,4,83.7,2,6,1,40,45.9,2,11,11,3,0
0,54.9,9,3,6,0,81.9,0,3,0,50,47.4,4,8,16,1,0
2,61.7,14,5,3,6,82.4,0,7,4,62.5,40.7,2,11,13,3,0
2,53.5,17,6,5,6,67.9,1,6,0,56.3,43.4,1,9,13,2,0
3,50.8,17,9,4,4,82.7,1,3,1,81.8,42.9,1,4,5,1,0
4,59.1,19,6,6,7,88.7,5,6,1,44.4,57.1,1,3,13,2,0
1,64.8,21,6,9,6,88.5,3,9,3,50,44.4,2,12,9,1,0
0,47.5,9,2,4,3,69.1,0,3,1,58.6,42.2,7,13,12,2,0
2,51.2,18,5,6,7,70.5,0,6,3,30.8,46.7,4,7,12,0,0
0,64.1,10,4,1,5,82.7,0,6,2,57.1,52.2,4,7,6,1,0
0,33.4,6,2,2,2,74.6,0,1,2,71.4,50,4,9,10,0,1
0,17.6,9,1,4,4,54.9,0,1,0,50,45.8,2,8,7,5,0
1,45.1,14,5,6,3,81.8,3,7,2,76.9,75,4,12,8,4,0
0,35.9,11,3,4,4,68.5,0,6,1,80,50,2,16,14,2,0
1,26,5,2,2,1,72.9,1,4,2,63.6,40,4,7,9,0,0
3,54.6,13,7,6,0,83,2,3,0,73.3,52.4,2,10,11,2,0
0,56,9,0,4,5,84.8,0,8,1,72.7,51.6,1,7,8,1,0
0,57,11,3,4,4,82.7,2,10,2,60,42.9,4,7,7,2,0
4,32,14,4,7,3,75.6,0,1,4,45,50,0,6,7,1,0
1,63.3,11,3,1,7,81.9,0,4,1,45.5,47.5,2,17,8,2,0
0,63.7,10,2,6,2,83.2,0,5,3,50,48.8,3,12,12,1,0
0,34.9,2,1,1,0,73.7,0,4,2,50,44,2,7,12,3,0
0,28.4,2,1,0,1,73.4,0,2,2,63.6,45,1,6,3,2,0
1,68.7,8,2,2,4,83.9,0,5,0,77.3,39.4,5,10,10,2,0
1,39,9,1,6,2,72.9,0,4,1,45.5,50,5,11,9,2,0
1,51.4,12,5,5,2,84,0,4,3,58.8,46.9,0,10,13,3,0
2,39.2,15,4,7,4,81.1,3,7,0,55,53.3,6,6,8,0,0
0,75.7,23,6,12,5,88.9,0,8,0,58.3,52.6,2,6,6,1,0
2,49.2,16,5,7,4,73.8,3,5,0,54.5,40.9,3,9,11,1,0
0,52.9,5,1,3,1,84.3,0,6,2,40,46.4,5,6,2,1,0
1,49.2,11,3,3,5,83.4,0,4,0,47.1,52.2,1,12,11,1,0
0,55.1,18,4,9,5,68.7,1,7,3,52.2,50,4,10,12,1,0
2,44.9,6,4,2,0,80.6,3,1,2,66.7,50,2,11,8,4,0
0,67.5,12,4,1,7,81.6,1,7,2,66.7,63.6,2,10,4,2,0
2,35.4,8,3,4,1,71.4,1,2,2,61.9,64,3,19,10,4,0
6,71,24,14,8,2,88.5,4,3,1,65.5,69,1,10,11,0,0
3,51.8,10,5,5,0,63.8,0,8,1,58.7,46.8,1,12,8,0,0
4,48.5,11,5,1,5,87.6,1,3,2,45,37.5,8,14,12,3,0
0,58.9,5,2,2,1,83,0,2,0,50,47.6,3,13,6,1,0
2,49.1,16,4,4,8,63.9,0,6,0,57.9,41.2,1,16,11,2,0
0,68.6,12,3,8,1,86.1,1,2,4,56.3,47.6,2,15,10,2,0
1,44.3,13,2,6,5,82.6,0,4,1,77.8,44.1,4,12,9,2,1
1,39.2,8,1,3,4,85.5,0,3,4,69.2,61.5,1,7,10,3,0
0,26.9,5,2,2,1,63.1,2,3,3,34.8,38.2,1,8,9,1,0
0,37,6,0,3,3,66.3,1,2,1,41.2,54.5,4,11,11,1,0
2,76.7,18,6,9,3,89.1,0,8,0,57.1,39.4,1,6,11,0,0
4,29.4,17,6,5,6,71.9,3,7,0,52.6,59.4,7,7,10,0,0
1,44.2,14,6,4,4,65.3,1,7,0,44.4,36,2,7,14,1,0
1,51.7,15,5,7,3,84.1,3,9,1,41.2,38.5,3,8,15,3,0
1,46.1,11,3,6,2,84.2,1,5,1,60,40,4,6,13,2,0
1,47.2,15,6,3,6,82.3,2,5,3,37.5,53.1,2,10,10,2,0
1,47.3,6,1,5,0,88.8,1,3,0,50,43.8,2,7,7,1,0
1,53,10,3,3,4,86.2,1,5,1,76.9,54.5,1,14,12,3,0
3,52.2,15,6,7,2,80.4,4,5,3,65.4,58.3,6,14,13,5,0
0,61.7,17,6,6,5,77,0,7,1,73.3,53,2,11,12,1,0
2,51.8,17,7,4,6,87.3,2,3,1,72.7,52.4,0,9,11,2,0
2,51.6,9,3,2,4,82.2,1,6,2,50,71.4,2,9,7,1,0
0,73.8,19,4,9,6,86.7,2,6,3,69.2,73.3,1,11,6,1,0
0,27.2,7,2,5,0,62.2,0,2,6,37.5,60,2,17,16,3,0
1,62,14,3,5,6,86.8,0,2,0,66.7,52.2,2,11,12,1,0
1,47.5,12,4,4,4,72.8,2,2,3,75,54.8,5,8,18,1,0
2,37.5,9,5,3,1,66.3,2,3,0,83.3,54.9,5,12,7,2,0
1,52.9,13,7,2,4,84.4,1,7,0,58.8,51.7,2,3,8,0,0
0,54,6,3,1,2,87.6,1,6,0,58.8,57.1,5,10,7,3,0
2,48.2,18,9,6,3,78.1,2,6,1,60,53.8,3,15,11,1,0
0,45.1,7,1,5,1,63.8,1,9,4,60,48.9,1,10,6,1,1
2,56.5,10,3,2,5,89,1,5,2,56.3,50,3,7,7,1,0
3,66.3,15,7,5,3,91.7,3,8,1,66.7,73.3,2,15,8,2,0
2,32.2,8,4,1,3,68.6,2,5,1,33.3,51.3,4,7,5,1,0
0,34.2,9,0,5,4,78.4,0,2,4,53.8,40,2,10,10,2,0
3,49.1,15,9,2,4,83.2,1,5,5,53.3,60,1,11,17,3,0
0,45,6,0,2,4,86.2,0,2,1,50,16.7,3,10,15,0,0
3,57,16,4,9,3,84.4,0,5,0,65,22.5,5,12,5,2,0
1,30.6,5,2,1,2,83.4,0,3,1,43.8,66.7,6,14,9,1,0
0,49,19,4,9,6,80.4,1,10,0,38.1,36.7,3,12,9,2,0
0,61.8,11,1,7,3,84.4,3,7,1,73.3,50,5,8,10,1,0
4,72.6,11,5,0,6,90.1,2,2,1,64.3,50,0,7,12,0,0
1,67.6,15,4,3,8,82.6,2,7,4,54.5,60,2,10,8,1,0
3,40.4,10,6,1,3,69.8,1,5,3,66.7,60,6,18,12,5,0
2,36,12,8,1,3,73.7,0,7,8,57.1,51.9,5,8,12,3,0
0,31.3,13,5,5,3,73.1,2,6,4,50,40,4,7,7,1,0
2,55.2,22,6,6,10,71.8,1,8,3,83.3,45.7,2,13,10,1,0
0,61,14,1,4,9,85.7,1,5,1,69.2,30,3,2,7,0,0
4,50.4,15,11,2,2,88.2,4,6,3,60,44.4,2,11,16,2,0
2,62.7,26,11,10,5,82.9,2,6,0,38.5,48.8,1,7,8,1,0
2,33.5,9,4,2,3,78.9,1,2,0,63.6,47.8,1,11,16,5,0
1,40.8,5,1,2,2,67.3,0,4,2,41.7,67.6,3,16,5,2,0
0,32.7,10,2,5,3,70.4,0,3,2,54.5,32.3,3,7,2,0,0
1,67.4,13,8,3,2,88.3,1,4,2,47.1,70.8,2,14,7,2,0
0,41.9,8,1,3,4,75.8,0,6,1,55.6,42.4,7,9,11,2,0
1,44.5,6,2,4,0,74.4,2,4,2,71.4,52.2,4,9,8,1,0
0,65.9,12,2,7,3,85,0,7,2,40,51.4,3,8,8,0,0
4,54.7,7,5,2,0,84.4,1,4,1,60.9,50,0,9,12,1,0
0,36.3,3,2,1,0,74.1,0,0,6,47.6,10,8,11,5,3,0
4,45.5,15,9,2,4,72.6,4,3,2,52.6,63.6,4,19,13,3,0
1,63.7,17,7,6,4,87.7,1,10,2,63.6,32,1,9,11,4,0
1,53,14,3,5,6,78.7,1,7,1,58.3,41.9,2,7,3,3,0
1,33.6,6,2,1,3,72.4,1,0,2,42.9,60.7,5,5,9,1,0
1,40.4,8,4,3,1,75.2,4,5,0,47.1,51.5,1,7,12,2,0
3,31.1,10,4,2,4,62.7,1,4,3,70.6,52,1,12,11,4,0
1,57.4,9,3,3,3,82.6,1,4,3,47.1,50,0,20,4,3,0
1,30.6,6,1,4,1,71.4,1,4,5,47.4,43.3,4,8,6,1,0
0,44.2,9,0,5,4,70.3,0,4,2,55,35.1,9,9,6,2,0
3,28.8,6,5,1,0,78.6,4,0,3,53.8,40.9,2,7,5,3,0
0,50,10,3,6,1,84.3,3,2,1,41.2,30,5,10,8,1,1
2,41.4,11,7,1,3,75.2,1,3,1,46.7,34.4,7,13,12,1,0
1,47.7,13,4,6,3,80.7,1,4,1,58.8,40,6,13,12,0,0
0,57.4,6,3,2,1,77.4,1,9,0,64.7,40,2,10,10,0,0
0,58.3,7,0,4,3,80.1,0,3,0,55.2,45.2,7,9,8,1,0
2,64.8,11,6,2,3,79.2,2,5,1,52.4,78.4,1,9,16,2,0
4,71.5,22,9,8,5,90.5,4,12,2,60,48,3,8,6,2,0
0,35,5,1,3,1,71,1,6,4,39.1,29.4,9,7,11,0,0
1,41.7,12,2,3,7,76.4,2,4,2,58.8,45.2,4,13,12,3,1
0,24.4,6,2,2,2,59.5,1,3,10,61.5,29.6,5,13,6,0,0
1,71.7,13,5,4,4,85.8,0,6,2,60,65.6,0,16,11,2,0
3,52.3,23,10,10,3,82,4,8,1,42.9,36.2,2,13,7,3,0
3,60.5,16,8,5,3,82.9,1,11,2,66.7,28.6,2,9,10,3,0
1,60.7,11,3,3,5,77.1,1,2,1,47.4,43.4,7,13,13,3,0
0,35.7,6,1,4,1,70.1,0,6,1,70.6,37.3,1,6,1,0,0
1,64.1,22,5,5,12,81.5,0,10,1,73.3,66.7,2,10,10,1,0
0,48.4,11,5,4,2,68.2,1,7,0,68.8,48.9,2,9,16,2,0
0,24.4,10,1,6,3,64.9,0,4,2,44.4,59.5,5,13,8,2,0
3,56.6,14,7,6,1,80.7,1,5,2,85.7,44.4,4,10,11,1,0
1,56.2,14,5,4,5,82.1,3,5,3,68.2,50,4,8,6,1,0
0,35.4,6,3,2,1,78.3,0,3,1,50,38.1,5,14,17,1,0
1,50.4,8,3,4,1,70.6,1,2,1,69.2,50.8,0,16,13,4,0
2,50.5,7,2,3,2,74.4,0,3,4,54.5,35.9,0,7,6,3,0
1,37,15,3,4,8,67.1,1,7,0,50,68.2,4,9,9,2,0
0,43.1,6,1,3,2,74.6,0,3,1,77.8,42.9,2,8,9,1,0
1,74.2,20,5,8,7,90.1,3,11,0,47.6,54.2,2,5,13,0,0
3,31.5,7,2,2,3,58.7,1,1,1,68.8,44.4,3,11,16,1,0
3,51.2,27,10,10,7,88,6,8,0,55,58.3,2,12,5,2,0
3,56.3,13,5,2,6,79.2,4,9,1,63.2,64.6,8,9,6,0,0
1,56.8,15,3,5,7,86.9,0,7,0,50,65.2,1,5,6,2,0
0,31.7,6,1,3,2,62.6,0,0,7,42.9,44.2,10,6,6,1,0
3,52.6,18,5,9,4,72.9,3,3,1,56.5,41.5,3,9,6,2,0
0,44.3,4,1,2,1,84.5,1,1,4,59.1,27.3,5,6,11,2,0
1,48,18,5,6,7,79,2,6,1,57.9,46.6,0,13,13,2,0
1,59.6,12,5,1,6,79.5,0,8,1,72.2,32.3,2,14,11,1,0
1,57.3,13,10,3,0,81,3,10,1,50,59.4,2,14,12,3,0
2,45.4,13,6,4,3,81.6,1,6,1,47.8,46.2,7,13,8,2,0
1,36.7,3,1,1,1,73,1,0,2,64.7,34.5,4,7,10,2,0
1,51.1,5,4,0,1,73.1,1,2,1,40,54.1,3,8,9,1,0
1,48.7,19,6,7,6,81.4,0,8,3,53.8,48,2,8,9,1,0
3,50.1,12,5,3,4,72.2,2,5,1,60,44.2,4,12,4,1,0
1,44.7,8,2,4,2,59.9,1,3,1,57.1,59.6,4,7,11,1,0
2,44.7,10,6,2,2,76.7,2,7,3,41.7,63,4,13,5,2,0
2,71.2,15,2,6,7,88.8,1,5,2,50,76.2,1,5,12,2,0
1,74.2,21,9,6,6,88.8,2,7,3,50,47.8,4,9,6,1,0
3,37.3,10,5,4,1,72.6,1,1,2,58.1,40.6,4,16,4,2,0
1,42.7,10,3,4,3,77.5,2,5,4,42.9,54.3,4,10,5,0,0
1,52.3,18,6,8,4,80.1,0,8,0,60.9,41.2,4,7,12,1,0
1,76.3,12,3,5,4,88.5,1,5,3,36.4,54.5,3,10,12,0,0
0,49.1,12,3,2,7,79.3,0,8,3,50,41.2,3,13,9,2,0
1,65.4,21,11,5,5,84.3,3,7,3,77.8,48.8,1,5,15,2,0
4,57,13,6,3,4,74.7,4,5,1,60,43.2,4,12,12,1,0
0,63.4,21,4,12,5,81.6,2,12,1,66.7,45.9,0,11,8,1,0
1,68.6,13,4,3,6,80.4,3,3,3,58.8,64,7,8,11,3,0
3,28.2,14,8,5,1,86.9,4,4,1,66.7,60,2,9,11,2,0
5,64.8,16,6,4,6,84.3,1,5,2,84.6,69.7,2,7,13,2,0
0,40.3,4,0,2,2,82.8,0,2,0,55.6,37.5,3,9,15,1,1
3,44.2,11,6,2,3,76.7,0,2,1,52.6,52.5,2,9,10,3,0
3,57.9,10,4,3,3,88.8,2,5,2,58.8,53.3,1,11,8,1,0
0,49.6,16,6,6,4,77.3,1,9,3,56.3,42.9,3,10,8,3,0
4,71.9,18,7,8,3,91.1,5,6,2,47.6,40,1,6,8,2,0
0,63.1,8,1,1,6,87.8,1,9,4,56.3,56,1,7,9,2,0
2,56.3,18,6,6,6,81.5,1,4,1,52,40.7,3,11,11,4,1
4,49.1,21,12,3,6,77.8,5,4,1,53.8,64.7,1,7,11,1,0
1,19.9,5,3,1,1,55.7,1,1,2,42.1,43.8,9,11,11,3,0
1,25.8,5,3,2,0,60.1,0,0,1,83.3,36,6,4,9,3,0
1,40.7,8,5,2,1,77.5,2,4,1,52.9,55,2,15,11,0,0
2,40.3,15,4,7,4,64.5,0,6,3,83.3,47.8,4,20,14,4,0
0,43.8,7,1,3,3,81.1,0,2,0,77.8,52.6,6,9,7,0,1
2,49.8,17,6,3,8,83,1,10,0,47.1,46.2,3,9,12,1,0
0,35.8,6,3,2,1,80.8,0,2,0,53.3,33.3,8,9,5,1,0
0,59.9,16,3,8,5,74.3,0,14,1,60,54.7,1,11,12,1,0
0,52.7,12,3,3,6,79.8,0,6,1,61.5,53.3,1,16,9,3,0
1,38.8,12,6,1,5,70.3,1,2,0,64,34.1,3,14,15,2,0
0,29,2,1,1,0,74.5,0,1,0,64.3,50,8,5,10,2,1
0,38.7,11,6,2,3,74.1,0,8,1,33.3,51.2,2,9,5,0,0
2,42.2,12,5,1,6,73.4,1,2,4,47.8,33.3,3,15,9,5,0
0,37.7,4,0,2,2,70.8,0,3,1,42.9,25,4,6,13,2,0
1,52.8,13,5,4,4,81.6,1,6,1,47.6,58.3,5,17,6,1,0
1,36.6,6,2,3,1,58,1,2,0,52.9,59,3,18,12,0,0
1,63.9,10,3,4,3,82.7,1,3,1,21.1,46.7,3,12,8,2,0
2,36.9,9,3,2,4,68.2,2,1,0,38.9,51.4,4,9,11,3,0
0,38.7,8,2,3,3,71.3,2,6,0,65.2,55.3,2,9,16,2,0
0,59.2,10,1,6,3,88.3,1,4,4,66.7,50,4,4,11,2,0
1,58.9,12,5,5,2,80.9,1,6,0,43.8,58.3,2,25,8,1,0
2,63.8,19,7,4,8,86.2,1,9,1,83.3,45.2,1,10,10,3,0
0,52.2,10,1,5,4,71.3,0,3,1,53.3,53.4,3,9,11,1,0
1,55.6,14,4,4,6,69.5,2,2,0,52.4,47.2,3,12,15,2,0
1,67.1,17,5,8,4,84.9,1,8,1,53.3,73.3,1,7,4,2,0
3,77.1,26,13,8,5,91.8,5,11,1,53.3,52.2,3,7,11,0,0
0,53,6,2,3,1,79.8,0,5,0,50,43.2,5,11,13,0,0
2,55.5,17,8,5,4,83.7,1,8,1,60,42.1,7,10,8,0,0
2,55.5,15,6,6,3,74.5,1,4,2,72.7,60.3,5,11,14,3,0
2,50.2,8,4,3,1,72,1,0,5,50,54,6,16,18,3,0
1,65.7,9,3,4,2,85.6,2,5,0,63.2,59.3,4,8,10,1,0
0,34.8,6,1,3,2,66,0,5,3,52.6,48.1,2,7,5,3,0
2,64,17,7,5,5,89.5,1,11,0,81.8,44,2,12,8,0,0
4,68.7,16,7,5,4,81.6,5,11,1,73.3,59.5,1,16,4,3,0
1,68.6,16,6,5,5,87,1,5,3,58.8,68.2,0,11,8,0,0
0,38.1,9,1,4,4,69.6,1,4,0,42.9,42.9,2,15,15,3,0
0,60.3,14,5,4,5,83,1,3,3,73.7,67.6,3,11,8,3,0
2,43.3,17,5,8,4,61.1,2,6,2,64.3,43.4,4,20,5,0,0
1,31.5,5,3,1,1,78.8,0,4,4,81.3,54.2,6,6,7,0,0
1,34.3,3,2,1,0,74.2,0,2,1,71.4,50,5,14,13,5,0
0,34.4,9,5,2,2,79.9,0,4,3,69.2,29.4,4,12,5,3,0
2,36.7,10,3,5,2,79.4,0,3,0,75,48,2,10,11,3,0
0,35.5,7,3,1,3,68.3,1,7,2,37.5,58.8,2,14,7,1,0
0,56.9,5,2,3,0,85.7,0,3,0,33.3,57.9,4,10,11,2,0
0,43.5,11,4,5,2,70.2,1,1,1,50,45.2,4,14,12,3,0
0,22.7,4,1,0,3,69.6,0,1,2,38.9,25,4,7,5,1,0
1,56.8,18,7,7,4,82.5,1,8,1,65,36.4,2,12,11,4,0
3,61.7,16,7,7,2,85,5,5,4,86.7,61.9,3,8,15,1,0
0,63,6,2,0,4,89.3,1,7,0,68.8,64,3,13,7,3,0
3,60.5,18,8,6,4,80.3,2,6,0,33.3,34,6,15,14,3,0
3,47.8,10,4,4,2,67.5,1,2,2,61.9,36.6,6,11,12,2,0
